Car Name,Distance,Owner,Fuel,Location,Drive,Type,car_age
Hyundai Xcent,19877,1,PETROL,TS-07,Automatic,Sedan,6
Maruti Wagon R 1.0,21940,1,PETROL,MH-01,Automatic,HatchBack,7
Maruti Swift,79876,1,PETROL,KA-04,Manual,HatchBack,12
KIA SELTOS,69587,1,DIESEL,TS-09,Automatic,SUV,5
Maruti Wagon R 1.0,69159,1,PETROL,RJ-02,Automatic,HatchBack,7
Maruti Baleno,38368,2,PETROL,GJ-01,Manual,HatchBack,5
Hyundai Elite i20,42787,1,PETROL,GJ-27,Manual,HatchBack,5
Maruti Swift Dzire,66020,2,PETROL,MH-48,Manual,Sedan,8
Maruti Ciaz,66754,1,PETROL,MH-01,Manual,Sedan,4
Maruti New Wagon-R,17396,1,PETROL,MH-02,Automatic,HatchBack,5
Hyundai Grand i10,52339,1,PETROL,TS-13,Manual,HatchBack,8
Hyundai Creta,88540,1,CNG,DL-2C,Manual,SUV,8
Maruti Alto,31704,1,PETROL,TS-09,Manual,HatchBack,5
Hyundai Grand i10,57438,2,PETROL,DL-7C,Automatic,HatchBack,7
Hyundai Grand i10,13833,1,PETROL,TN-12,Manual,HatchBack,7
Hyundai Grand i10,18545,1,PETROL,MH-14,Automatic,HatchBack,6
Maruti Baleno,35292,1,PETROL,KA-03,Manual,HatchBack,7
Maruti Swift,82909,1,PETROL,CH-01,Manual,HatchBack,14
Tata Tiago,45826,1,PETROL,MH-01,Manual,HatchBack,6
Maruti Swift,84985,1,PETROL,UP-32,Automatic,HatchBack,6
Hyundai Elite i20,81950,1,PETROL,GJ-05,Manual,HatchBack,5
Hyundai Grand i10,96895,1,PETROL,DL-7C,Manual,HatchBack,11
Maruti Wagon R 1.0,6692,1,PETROL,MH-01,Automatic,HatchBack,6
Maruti Celerio,70625,1,PETROL,MP-04,Manual,HatchBack,10
Maruti Alto 800,24796,1,PETROL,HR-29,Manual,HatchBack,6
Maruti Alto K10,74155,2,PETROL,PB-08,Manual,HatchBack,7
Hyundai i20,95047,1,PETROL,DL-10,Manual,HatchBack,12
Maruti Ciaz,94136,1,PETROL,DL-4C,Manual,Sedan,8
Toyota YARIS,53409,1,PETROL,DL-1C,Automatic,Sedan,6
Maruti Swift,74397,1,PETROL,GJ-06,Manual,HatchBack,7
Maruti Wagon R 1.0,77907,1,PETROL,MH-46,Manual,HatchBack,11
Ford Ecosport,71230,1,DIESEL,KA-20,Manual,SUV,7
Maruti Baleno,58040,1,PETROL,MH-47,Manual,HatchBack,8
Renault Kwid,32016,2,PETROL,KA-50,Automatic,HatchBack,6
Maruti Alto 800,20827,2,PETROL,TN-21,Manual,HatchBack,6
Volkswagen Vento,91750,2,PETROL,MH-43,Manual,Sedan,3
Hyundai VENUE,11936,1,PETROL,UP-32,Manual,SUV,3
Maruti Baleno,83075,2,PETROL,KA-06,Automatic,HatchBack,8
Maruti Swift,44060,1,DIESEL,HR-36,Manual,HatchBack,10
Maruti Baleno,53379,1,PETROL,MH-02,Manual,HatchBack,5
Ford Ecosport,47208,1,PETROL,WB-08,Manual,SUV,10
Maruti Celerio,93348,1,CNG,MH-12,Manual,HatchBack,5
Maruti Ciaz,90951,1,DIESEL,TS-07,Automatic,Sedan,4
Hyundai i10,66444,1,PETROL,GJ-27,Manual,HatchBack,11
Maruti Celerio,37570,1,PETROL,GJ-30,Manual,HatchBack,4
Hyundai Grand i10,21674,2,PETROL,TN-14,Manual,HatchBack,8
Tata ALTROZ,8837,1,DIESEL,TN-05,Manual,HatchBack,2
Honda Amaze,18854,1,PETROL,KA-55,Automatic,Sedan,3
Renault Kwid,44363,2,PETROL,TS-11,Manual,HatchBack,5
Maruti IGNIS,35980,1,PETROL,MH-02,Automatic,HatchBack,4
Maruti Wagon R 1.0,94458,2,PETROL,GJ-01,Manual,HatchBack,10
Maruti Baleno,32098,1,PETROL,TS-09,Automatic,HatchBack,5
Tata Tiago,4136,1,PETROL,KA-01,Manual,HatchBack,3
Hyundai i10,56915,3,PETROL,WB-08,Manual,HatchBack,8
Hyundai Verna,117097,1,DIESEL,MH-12,Manual,Sedan,8
Hyundai i20,29712,1,PETROL,DL-3C,Manual,HatchBack,13
Hyundai Elite i20,33436,2,PETROL,TN-01,Manual,HatchBack,6
Maruti Celerio,76329,1,PETROL,KA-03,Automatic,HatchBack,10
Maruti Ciaz,75694,2,PETROL,TS-09,Manual,Sedan,8
Maruti Ertiga,19164,1,PETROL,GJ-16,Manual,SUV,3
Tata NEXON,54264,1,PETROL,DL-3C,Manual,SUV,5
Mahindra XUV 3OO,38035,1,DIESEL,RJ-45,Manual,SUV,5
Maruti Alto 800,49692,2,PETROL,TS-05,Manual,HatchBack,9
Maruti Swift,81712,1,PETROL,KA-04,Manual,HatchBack,11
Maruti Swift,79267,1,PETROL,DL-4C,Manual,HatchBack,8
Maruti Dzire,21999,1,PETROL,TN-04,Automatic,Sedan,7
Hyundai Verna,100635,2,DIESEL,MH-02,Manual,Sedan,7
Maruti Baleno,25894,1,PETROL,GJ-26,Manual,HatchBack,5
Maruti Baleno,21097,2,PETROL,GJ-23,Manual,HatchBack,6
Maruti S PRESSO,22620,1,CNG,DL-9C,Manual,HatchBack,3
Maruti Swift,9085,1,PETROL,KA-05,Manual,HatchBack,4
Maruti Vitara Brezza,57593,2,DIESEL,GJ-38,Manual,SUV,6
Maruti Swift,60606,2,PETROL,KA-41,Manual,HatchBack,12
Maruti Swift,61896,1,PETROL,DL-12,Manual,HatchBack,13
Toyota Etios Liva,26570,1,DIESEL,UP-16,Manual,HatchBack,6
Hyundai Elite i20,43857,1,DIESEL,UP-16,Manual,HatchBack,6
Datsun Redi Go,11131,1,PETROL,KL-33,Automatic,HatchBack,4
Tata ALTROZ,11559,1,PETROL,MH-05,Manual,HatchBack,3
Maruti Swift,60574,1,PETROL,UP-43,Manual,HatchBack,10
Maruti Baleno,22984,2,PETROL,DL-5C,Manual,HatchBack,4
Tata Tiago,28809,1,PETROL,KA-41,Manual,HatchBack,7
Maruti Ritz,81744,1,PETROL,DL-9C,Manual,HatchBack,14
Maruti Dzire,24920,1,PETROL,MH-49,Manual,Sedan,7
Honda City,79792,1,PETROL,HR-26,Manual,Sedan,14
Maruti IGNIS,31700,2,PETROL,TN-10,Automatic,HatchBack,5
Honda Amaze,78775,3,DIESEL,GJ-05,Manual,Sedan,9
Hyundai Elite i20,32175,1,PETROL,UP-32,Manual,HatchBack,5
Maruti Alto K10,32278,1,PETROL,KA-51,Manual,HatchBack,6
Maruti Swift Dzire,56927,1,PETROL,KA-19,Manual,Sedan,11
Maruti Alto,653,1,PETROL,KA-04,Manual,HatchBack,2
Hyundai Eon,40914,1,PETROL,WB-24,Manual,HatchBack,8
Datsun Go Plus,44225,1,CNG,DL-14,Manual,HatchBack,6
Honda Amaze,87772,1,CNG,GJ-03,Manual,Sedan,6
Maruti Swift Dzire,55225,1,PETROL,MH-05,Manual,Sedan,11
Hyundai NEW SANTRO,59985,1,PETROL,TN-19,Manual,HatchBack,5
Honda Jazz,77501,3,PETROL,KA-02,Manual,HatchBack,8
Maruti Swift Dzire,37747,1,PETROL,GJ-06,Manual,Sedan,9
Tata TIGOR,36546,2,PETROL,CH-01,Manual,Sedan,6
Tata TIGOR,7010,1,PETROL,WB-24,Automatic,Sedan,2
Maruti Swift,59382,1,PETROL,BR-31,Manual,HatchBack,5
Hyundai Grand i10,60570,1,PETROL,TN-09,Manual,HatchBack,8
Hyundai Santro Xing,69941,1,PETROL,HR-26,Manual,HatchBack,13
Toyota Etios Liva,44516,2,PETROL,MH-02,Manual,HatchBack,13
Toyota Etios Liva,86850,2,PETROL,MP-04,Manual,HatchBack,12
Honda Amaze,28306,1,PETROL,TS-08,Automatic,Sedan,9
Maruti Alto K10,28383,2,PETROL,TN-12,Manual,HatchBack,7
Maruti Swift Dzire,39530,1,PETROL,DL-8C,Manual,Sedan,8
Hyundai Elite i20,72131,1,DIESEL,KA-04,Manual,HatchBack,6
Maruti Swift,57188,2,PETROL,DL-3C,Manual,HatchBack,12
Hyundai NEW SANTRO,9205,2,PETROL,KA-51,Automatic,HatchBack,6
Honda CRV,74039,2,PETROL,MH-05,Automatic,Lux_SUV,11
Renault Kwid,8733,1,PETROL,KA-01,Automatic,HatchBack,4
Hyundai Eon,81210,1,PETROL,KA-03,Manual,HatchBack,10
Honda Brio,96198,1,PETROL,KA-04,Manual,HatchBack,9
Maruti Alto 800,26851,2,PETROL,KA-21,Manual,HatchBack,8
Maruti Swift,44625,1,PETROL,RJ-45,Manual,HatchBack,6
Volkswagen Polo,94931,1,PETROL,TN-81,Manual,HatchBack,5
Honda Amaze,94539,1,PETROL,GJ-27,Manual,Sedan,10
Hyundai Grand i10,46019,2,PETROL,TN-01,Manual,HatchBack,8
Hyundai Grand i10,13484,1,PETROL,TS-08,Automatic,HatchBack,7
Maruti Vitara Brezza,27815,2,PETROL,GJ-01,Manual,SUV,3
Honda Jazz,47033,2,PETROL,KA-50,Automatic,HatchBack,5
Maruti Celerio,47465,1,PETROL,DL-6C,Automatic,HatchBack,8
Maruti S Cross,39300,1,PETROL,UP-32,Manual,SUV,4
Tata Tiago,15915,1,PETROL,HR-36,Manual,HatchBack,3
Ford Ecosport,46124,2,PETROL,MH-14,Automatic,SUV,6
Toyota Corolla Altis,53059,2,CNG,DL-3C,Manual,Lux_sedan,13
Hyundai Verna,40714,1,CNG,HR-51,Manual,Sedan,9
Renault Kiger,14426,1,PETROL,KA-03,Automatic,HatchBack,3
Maruti Ciaz,22541,2,PETROL,KA-42,Automatic,Sedan,7
Maruti Wagon R 1.0,66619,1,CNG,UP-14,Manual,HatchBack,6
Tata NEXON,17657,1,PETROL,MH-31,Manual,SUV,3
Hyundai i10,75979,2,PETROL,AP-07,Manual,HatchBack,13
Maruti Swift,57604,1,PETROL,KA-51,Manual,HatchBack,9
Hyundai i20,84953,2,PETROL,KA-53,Manual,HatchBack,10
Mahindra XUV500,87902,3,DIESEL,MH-04,Manual,Lux_SUV,9
Maruti Swift,114012,3,DIESEL,MH-03,Manual,HatchBack,12
Hyundai Verna,67370,2,DIESEL,TS-13,Automatic,Sedan,6
Maruti Baleno,17744,1,PETROL,KA-01,Automatic,HatchBack,3
Maruti Ciaz,15343,1,PETROL,KA-01,Automatic,Sedan,3
Maruti Celerio X,27301,1,PETROL,MH-49,Automatic,HatchBack,5
Maruti Swift,42632,2,PETROL,KL-07,Manual,HatchBack,7
Maruti Celerio,90249,1,PETROL,TN-12,Automatic,HatchBack,8
Ford FREESTYLE,59005,1,DIESEL,KA-03,Manual,SUV,6
Maruti Baleno,27985,1,PETROL,DL-8C,Manual,HatchBack,7
MG HECTOR,24618,1,DIESEL,GJ-05,Manual,SUV,5
Maruti Alto K10,44338,2,PETROL,UP-32,Manual,HatchBack,7
Hyundai i20 Active,57871,2,PETROL,TN-11,Manual,HatchBack,8
Hyundai Verna,53875,1,PETROL,GJ-05,Manual,Sedan,10
Maruti Alto 800,72955,2,PETROL,MH-02,Manual,HatchBack,10
Hyundai Grand i10,41152,2,PETROL,MH-43,Manual,HatchBack,9
Skoda KUSHAQ,16611,1,PETROL,MH-04,Manual,SUV,3
Maruti New Wagon-R,68678,1,CNG,HR-29,Manual,HatchBack,5
Hyundai Elite i20,49687,2,PETROL,DL-2C,Manual,HatchBack,8
Mahindra KUV 100 NXT,15049,1,PETROL,MH-05,Manual,SUV,4
Hyundai Elite i20,44008,1,PETROL,KA-51,Manual,HatchBack,10
Hyundai i10,79865,2,PETROL,DL-12,Manual,HatchBack,12
Hyundai GRAND I10 NIOS,13450,1,PETROL,CH-01,Manual,HatchBack,3
Hyundai GRAND I10 NIOS,33659,1,PETROL,PB-65,Manual,HatchBack,4
Ford FREESTYLE,37625,1,DIESEL,HR-30,Manual,SUV,6
Ford Ecosport,108772,1,DIESEL,TN-72,Manual,SUV,5
Hyundai Creta,121056,2,DIESEL,GJ-01,Manual,SUV,9
Renault Kwid,37478,1,PETROL,RJ-45,Manual,HatchBack,5
Honda Brio,50489,1,PETROL,HR-51,Manual,HatchBack,9
Maruti IGNIS,26137,2,PETROL,TN-19,Manual,HatchBack,6
Ford FREESTYLE,77281,1,PETROL,KL-39,Manual,SUV,6
Datsun Redi Go,4909,2,PETROL,HR-51,Automatic,HatchBack,6
Maruti Vitara Brezza,121129,2,DIESEL,TS-07,Manual,SUV,7
Maruti Baleno,34348,1,PETROL,UP-32,Manual,HatchBack,3
Maruti Dzire,27611,1,PETROL,DL-1C,Automatic,Sedan,6
Maruti Swift Dzire,79541,1,PETROL,TN-07,Manual,Sedan,14
Hyundai NEW I20,40429,2,PETROL,KA-16,Automatic,HatchBack,3
Renault Kwid,11389,1,PETROL,KA-04,Manual,HatchBack,3
Skoda Rapid,29942,2,PETROL,KA-51,Manual,Sedan,7
Hyundai i10,24442,1,PETROL,BR-01,Manual,HatchBack,14
Tata NEXON,71848,2,DIESEL,MP-09,Manual,SUV,6
Maruti Wagon R 1.0,66754,1,PETROL,TS-08,Manual,HatchBack,8
Hyundai Grand i10,24337,2,PETROL,TS-08,Manual,HatchBack,5
Maruti Alto 800,68582,1,PETROL,KA-51,Manual,HatchBack,12
Toyota YARIS,45165,2,PETROL,GJ-01,Manual,Sedan,6
Maruti Dzire,23501,1,PETROL,DL-9C,Automatic,Sedan,6
Maruti IGNIS,23325,1,PETROL,TS-08,Automatic,HatchBack,4
Hyundai Xcent,42900,1,PETROL,MH-04,Automatic,Sedan,7
Maruti Ciaz,48247,1,PETROL,TS-09,Automatic,Sedan,8
Volkswagen Ameo,81362,2,DIESEL,TS-09,Manual,Sedan,5
Hyundai Elite i20,26772,2,PETROL,MH-12,Manual,HatchBack,6
Maruti Wagon R 1.0,47038,1,PETROL,DL-9C,Manual,HatchBack,11
Tata Tiago,28971,2,PETROL,TN-22,Automatic,HatchBack,4
Maruti Alto 800,64268,2,PETROL,AP-01,Manual,HatchBack,11
Hyundai VENUE,68413,1,PETROL,KA-29,Automatic,SUV,4
Honda WR-V,68714,1,PETROL,UP-14,Manual,SUV,5
Honda City,57786,3,DIESEL,GJ-01,Manual,Sedan,11
Maruti Alto,86642,1,PETROL,KA-50,Manual,HatchBack,14
Hyundai Verna,31184,1,DIESEL,DL-3C,Manual,Sedan,5
Datsun Redi Go,46291,1,PETROL,MH-14,Manual,HatchBack,6
Maruti Swift,48422,1,PETROL,DL-4C,Manual,HatchBack,13
Maruti Baleno,52527,1,DIESEL,TN-07,Manual,HatchBack,7
Maruti S Cross,28989,1,PETROL,MH-40,Automatic,SUV,4
Volkswagen TIGUAN,92569,1,DIESEL,TS-07,Automatic,Lux_SUV,6
Renault Kiger,2634,1,PETROL,UP-16,Automatic,HatchBack,3
Renault Kwid,45933,2,PETROL,GJ-05,Automatic,HatchBack,7
Hyundai i20,47865,2,PETROL,MH-02,Manual,HatchBack,14
Tata Bolt,54592,2,PETROL,MH-12,Manual,HatchBack,8
Toyota Corolla Altis,70947,3,DIESEL,WB-06,Manual,Lux_sedan,14
Tata TIGOR,25981,1,CNG,GJ-03,Manual,Sedan,2
Toyota Glanza,24378,1,PETROL,HR-82,Manual,HatchBack,3
Honda Amaze,25413,1,PETROL,MH-12,Automatic,Sedan,4
Maruti Vitara Brezza,38226,1,DIESEL,UP-14,Manual,SUV,6
Maruti Baleno,76028,1,PETROL,MH-05,Manual,HatchBack,7
Toyota Etios,71275,1,DIESEL,MH-02,Manual,Sedan,10
Renault Duster,36371,1,PETROL,KL-64,Manual,SUV,3
Maruti Ciaz,26147,1,PETROL,TN-02,Manual,Sedan,5
Maruti Swift,59786,1,PETROL,WB-12,Manual,HatchBack,10
Hyundai Creta,100453,1,DIESEL,TN-12,Manual,SUV,7
Maruti Dzire,32463,2,PETROL,DL-10,Manual,Sedan,7
Maruti Wagon R 1.0,18501,1,PETROL,MH-03,Manual,HatchBack,10
Hyundai Creta,87542,1,DIESEL,UP-14,Manual,SUV,6
Volkswagen Ameo,31487,1,PETROL,WB-12,Manual,Sedan,7
Maruti S PRESSO,8467,1,PETROL,TS-15,Manual,HatchBack,2
Maruti Swift,79464,1,DIESEL,MH-12,Manual,HatchBack,7
Hyundai Verna,54340,2,DIESEL,MH-01,Manual,Sedan,8
Hyundai i20,34836,2,PETROL,KA-01,Manual,HatchBack,10
Skoda Rapid,100263,1,DIESEL,UP-16,Manual,Sedan,8
Maruti Swift Dzire,33065,1,PETROL,KL-39,Automatic,Sedan,7
Maruti Celerio,65959,1,PETROL,CH-01,Manual,HatchBack,6
Hyundai Grand i10,88521,2,PETROL,GJ-01,Manual,HatchBack,11
Hyundai Grand i10,51075,2,CNG,GJ-10,Manual,HatchBack,7
Honda City,58808,2,PETROL,KA-04,Manual,Sedan,8
Honda Amaze,31330,2,PETROL,DL-9C,Automatic,Sedan,6
Datsun Redi Go,48679,1,PETROL,GJ-05,Manual,HatchBack,6
Hyundai Grand i10,31953,1,PETROL,GJ-01,Manual,HatchBack,5
Renault Kiger,12944,1,PETROL,DL-3C,Automatic,HatchBack,3
Hyundai Grand i10,63284,1,PETROL,KA-01,Manual,HatchBack,8
Honda City,93076,1,CNG,MH-14,Manual,Sedan,9
Maruti Wagon R 1.0,31244,1,CNG,MH-05,Manual,HatchBack,7
Maruti New Wagon-R,18543,1,PETROL,HR-20,Manual,HatchBack,3
Maruti Swift,43271,1,PETROL,KA-03,Manual,HatchBack,5
Maruti Swift,69946,2,PETROL,DL-12,Manual,HatchBack,9
Hyundai Elite i20,29246,1,PETROL,KA-53,Automatic,HatchBack,6
Maruti Alto,16411,1,PETROL,HR-20,Manual,HatchBack,4
Maruti IGNIS,14998,1,PETROL,DL-9C,Manual,HatchBack,3
Maruti Swift,81442,1,PETROL,MH-01,Manual,HatchBack,9
Hyundai NEW I20,37099,1,PETROL,UP-32,Manual,HatchBack,3
Maruti Swift,70182,1,PETROL,DL-12,Manual,HatchBack,5
Maruti Swift Dzire,51409,1,PETROL,MH-05,Automatic,Sedan,12
Datsun Go,18499,1,PETROL,MH-01,Manual,HatchBack,10
Maruti Swift Dzire,57406,2,DIESEL,MH-01,Manual,Sedan,14
Maruti S PRESSO,74089,1,PETROL,KA-04,Manual,HatchBack,4
Volkswagen Polo,53736,1,PETROL,KA-01,Manual,HatchBack,6
Honda Amaze,56375,1,PETROL,HR-36,Manual,Sedan,5
Renault Kiger,9698,1,PETROL,DL-3C,Automatic,HatchBack,3
Honda Brio,76911,2,PETROL,KA-02,Manual,HatchBack,9
Datsun Redi Go,15925,1,PETROL,DL-14,Manual,HatchBack,6
Mahindra XUV500,55456,1,DIESEL,MH-47,Automatic,Lux_SUV,7
KIA SELTOS,7492,1,PETROL,HR-26,Manual,SUV,5
Hyundai New Elantra,64350,2,PETROL,MH-02,Automatic,Lux_sedan,7
Renault Duster,71788,1,DIESEL,DL-8C,Manual,SUV,8
Maruti Swift Dzire,71493,2,DIESEL,TS-08,Automatic,Sedan,11
KIA SELTOS,24339,2,PETROL,CH-01,Manual,SUV,4
Maruti Baleno,47035,1,DIESEL,TN-06,Manual,HatchBack,9
Toyota Etios,85957,2,DIESEL,TN-13,Manual,Sedan,13
Toyota Corolla Altis,63980,2,PETROL,MH-12,Manual,Lux_sedan,13
Mahindra Kuv100,44463,3,PETROL,GJ-05,Manual,SUV,8
Maruti Baleno,31283,1,PETROL,TS-10,Automatic,HatchBack,5
Honda City,87392,1,CNG,DL-9C,Manual,Sedan,9
Hyundai Elite i20,23568,2,PETROL,TS-08,Manual,HatchBack,6
Hyundai Verna,101760,1,DIESEL,MH-14,Manual,Sedan,9
Honda Amaze,56070,2,DIESEL,TN-14,Manual,Sedan,8
Maruti Swift,91398,3,PETROL,KA-05,Manual,HatchBack,10
Maruti Alto 800,63684,1,PETROL,TN-12,Manual,HatchBack,7
Datsun Go Plus,12169,1,PETROL,TN-05,Manual,HatchBack,6
Hyundai Tucson New,38835,1,PETROL,DL-12,Manual,Lux_SUV,7
Hyundai Creta,80837,2,PETROL,MH-43,Automatic,SUV,8
Maruti Ciaz,91435,2,PETROL,DL-1C,Manual,Sedan,9
Skoda Rapid,30927,2,PETROL,DL-6C,Manual,Sedan,9
Maruti Ciaz,42423,1,PETROL,PB-02,Manual,Sedan,5
Maruti Celerio,82778,1,PETROL,WB-26,Manual,HatchBack,9
Maruti Dzire,47726,1,PETROL,MH-14,Automatic,Sedan,6
Hyundai AURA,35752,2,PETROL,MH-02,Automatic,Sedan,2
Ford Ecosport,64393,1,PETROL,MH-14,Manual,SUV,8
Honda Brio,42730,1,PETROL,GJ-03,Manual,HatchBack,7
Maruti Celerio,97445,2,PETROL,TN-02,Automatic,HatchBack,7
Hyundai NEW SANTRO,82869,1,CNG,DL-5C,Manual,HatchBack,5
Maruti Dzire,90013,2,PETROL,TS-07,Manual,Sedan,7
Maruti Alto 800,70556,1,CNG,MH-47,Manual,HatchBack,9
Maruti Alto 800,82985,2,CNG,GJ-05,Manual,HatchBack,11
Maruti Vitara Brezza,45394,1,DIESEL,MH-14,Manual,SUV,6
Hyundai i20,61690,1,PETROL,KA-02,Manual,HatchBack,14
Maruti Ciaz,91391,1,PETROL,UP-32,Manual,Sedan,5
Hyundai Grand i10,67389,1,PETROL,MH-02,Manual,HatchBack,11
Maruti Alto K10,57632,1,PETROL,KA-50,Manual,HatchBack,7
Maruti Celerio X,57744,1,PETROL,KA-01,Manual,HatchBack,6
Maruti Vitara Brezza,62125,1,DIESEL,MH-05,Automatic,SUV,6
Hyundai Xcent,37432,1,PETROL,GJ-16,Manual,Sedan,5
Maruti Swift,86230,1,CNG,DL-3C,Manual,HatchBack,7
Hyundai Verna,113536,3,DIESEL,KA-01,Manual,Sedan,13
Hyundai VENUE,31773,1,PETROL,TN-12,Automatic,SUV,5
Honda Brio,54147,2,PETROL,MH-02,Automatic,HatchBack,11
Hyundai Elite i20,54760,1,PETROL,DL-12,Manual,HatchBack,7
Hyundai i20,92905,2,PETROL,AP-09,Manual,HatchBack,11
Maruti Alto,20657,2,PETROL,MH-40,Manual,HatchBack,5
Maruti Celerio,52407,1,CNG,MH-01,Manual,HatchBack,7
Maruti Alto 800,72796,1,PETROL,UP-80,Manual,HatchBack,9
Maruti Swift Dzire,91392,1,PETROL,MP-04,Automatic,Sedan,12
Maruti Baleno,50252,1,PETROL,DL-10,Manual,HatchBack,5
Tata NEXON,25894,1,PETROL,KL-04,Automatic,SUV,3
Renault Kwid,62810,3,PETROL,MH-17,Manual,HatchBack,7
Hyundai Grand i10,42133,1,PETROL,DL-4C,Automatic,HatchBack,7
Maruti Alto,11261,2,PETROL,GJ-03,Manual,HatchBack,2
Ford FREESTYLE,26566,1,PETROL,KA-01,Manual,SUV,6
Maruti Wagon R 1.0,21563,2,PETROL,HR-26,Manual,HatchBack,6
Maruti Swift,28548,1,PETROL,KA-01,Manual,HatchBack,6
Volkswagen T-ROC,34211,1,PETROL,GJ-03,Automatic,SUV,5
Maruti Celerio,46642,1,PETROL,PB-12,Manual,HatchBack,9
Hyundai Elite i20,56719,1,DIESEL,TS-07,Manual,HatchBack,6
Maruti Baleno,18875,1,PETROL,MH-14,Manual,HatchBack,4
Hyundai Santro Xing,27590,2,PETROL,MH-14,Manual,HatchBack,14
Maruti Celerio,53268,1,CNG,TS-07,Manual,HatchBack,5
Hyundai Grand i10,104043,1,CNG,GJ-18,Manual,HatchBack,9
Maruti Baleno,54205,1,PETROL,HR-98,Automatic,HatchBack,4
Honda City,73816,2,PETROL,MH-12,Manual,Sedan,10
Hyundai Grand i10,34787,1,PETROL,DL-9C,Manual,HatchBack,6
Hyundai Grand i10,16996,1,PETROL,UP-32,Manual,HatchBack,4
Maruti Wagon R 1.0,39769,2,PETROL,HR-02,Manual,HatchBack,11
Maruti Celerio,14981,1,PETROL,PB-08,Manual,HatchBack,2
Toyota YARIS,62593,1,DIESEL,KA-26,Automatic,Sedan,4
Tata TIGOR,73424,1,PETROL,BR-02,Manual,Sedan,3
Maruti Swift,46469,1,PETROL,WB-06,Manual,HatchBack,4
Maruti Alto 800,58315,1,PETROL,KL-22,Manual,HatchBack,5
Maruti Swift,53917,2,DIESEL,TN-02,Manual,HatchBack,8
Maruti Swift,31324,2,PETROL,HR-26,Manual,HatchBack,8
Hyundai i20,62544,2,PETROL,MH-12,Manual,HatchBack,12
Hyundai i20,59553,2,PETROL,MH-12,Manual,HatchBack,12
Ford Ecosport,97711,1,DIESEL,HR-30,Manual,SUV,8
Maruti S PRESSO,5103,1,PETROL,TN-10,Automatic,HatchBack,2
Hyundai Grand i10,33218,3,PETROL,MH-04,Manual,HatchBack,7
Hyundai Grand i10,63649,1,PETROL,KA-51,Manual,HatchBack,9
Maruti Alto 800,34871,1,PETROL,DL-2C,Manual,HatchBack,9
Hyundai Grand i10,45074,1,PETROL,PB-65,Manual,HatchBack,7
Honda Amaze,32253,2,PETROL,MH-04,Manual,Sedan,10
Maruti Alto 800,76339,1,PETROL,MH-08,Manual,HatchBack,10
Skoda Rapid,10266,1,PETROL,GJ-27,Automatic,Sedan,12
Renault Duster,7353,1,PETROL,HR-98,Manual,SUV,3
Hyundai i10,71205,2,PETROL,DL-9C,Manual,HatchBack,9
Hyundai i10,62606,2,PETROL,TN-22,Manual,HatchBack,13
Maruti Baleno,26880,1,PETROL,MH-02,Automatic,HatchBack,6
Hyundai Creta,29937,1,PETROL,TS-08,Automatic,SUV,7
Maruti Baleno,24602,1,PETROL,DL-1C,Manual,HatchBack,5
Maruti Celerio,57524,1,CNG,MH-14,Manual,HatchBack,6
Maruti Dzire,82143,1,PETROL,HR-51,Manual,Sedan,6
Maruti Swift,59118,2,PETROL,TS-07,Automatic,HatchBack,6
Maruti Swift,16866,2,PETROL,TN-90,Manual,HatchBack,3
Ford FREESTYLE,87777,2,DIESEL,KA-03,Manual,SUV,6
Honda City,84618,2,CNG,DL-12,Manual,Sedan,8
Hyundai i10,96116,2,PETROL,KA-04,Manual,HatchBack,13
Hyundai Creta,98513,1,DIESEL,HR-36,Manual,SUV,7
Hyundai Grand i10,17480,1,PETROL,KA-53,Manual,HatchBack,5
Honda City,70171,2,PETROL,DL-1C,Manual,Sedan,10
Maruti XL6,33240,1,PETROL,GJ-08,Manual,SUV,5
Tata Zest,47218,2,PETROL,MH-49,Manual,Sedan,10
Honda City,14742,1,PETROL,PB-10,Manual,Sedan,2
Honda City,16281,1,PETROL,KA-03,Manual,Sedan,6
Tata TIGOR,37741,1,PETROL,RJ-45,Manual,Sedan,6
Honda City,56176,1,PETROL,TN-09,Manual,Sedan,9
Maruti Swift Dzire,54996,1,PETROL,GJ-19,Manual,Sedan,8
Maruti S PRESSO,99003,1,PETROL,TS-07,Manual,HatchBack,5
Hyundai Grand i10,49479,3,PETROL,KA-51,Manual,HatchBack,9
Maruti New Wagon-R,24191,1,CNG,MH-04,Manual,HatchBack,3
Maruti Ciaz,43181,1,PETROL,UP-15,Manual,Sedan,7
Hyundai i20,111571,2,DIESEL,KA-04,Manual,HatchBack,12
Renault Kwid,25736,1,PETROL,MH-05,Manual,HatchBack,9
Hyundai Grand i10,52912,1,PETROL,KA-05,Automatic,HatchBack,9
Hyundai Creta,78347,2,DIESEL,MH-02,Automatic,SUV,8
Hyundai i10,52718,1,PETROL,UP-16,Manual,HatchBack,12
Hyundai Grand i10,8269,1,PETROL,UP-85,Manual,HatchBack,4
Maruti Alto K10,42619,1,PETROL,KL-40,Manual,HatchBack,12
Hyundai i10,72147,1,PETROL,WB-06,Manual,HatchBack,10
Honda City,87733,2,PETROL,WB-02,Manual,Sedan,10
KIA SELTOS,17662,1,DIESEL,MH-05,Manual,SUV,4
Honda Amaze,71447,2,PETROL,AP-09,Automatic,Sedan,9
Honda Amaze,68882,1,PETROL,MH-01,Manual,Sedan,10
